1.000000 1:-0.175184 2:-0.110446 3:0.930617 4:-0.484123 5:-0.043163 6:0.775616 7:-0.331574 8:-0.456735 9:-1.618548 10:1.016275 
0.000000 1:-2.109254 2:-3.293304 3:-2.410149 4:-2.144656 5:-1.360408 6:-3.360581 7:-3.080432 8:-1.292290 9:-2.386220 10:-2.843565 
0.000000 1:-1.992494 2:-3.483730 3:-1.582379 4:-3.188508 5:-3.485828 6:-0.937360 7:-1.553604 8:-4.544809 9:-0.320440 10:-4.548851 
2.000000 1:3.335593 2:2.504898 3:2.869156 4:1.979048 5:2.869750 6:1.408785 7:1.335213 8:2.284236 9:3.742137 10:2.141053 
1.000000 1:0.241495 2:1.528971 3:-0.145596 4:-0.319104 5:-0.455990 6:1.199027 7:1.071649 8:-0.721060 9:-1.031622 10:-0.182585 
1.000000 1:0.776939 2:-0.067198 3:2.031366 4:0.808144 5:0.515781 6:-0.531316 7:0.201270 8:0.883942 9:0.450809 10:-0.158474 
2.000000 1:3.244580 2:3.247648 3:3.323739 4:2.517013 5:3.946008 6:3.444461 7:2.991888 8:2.761979 9:1.012417 10:1.964768 
1.000000 1:-1.451903 2:-1.265643 3:-0.531511 4:1.098632 5:-0.346215 6:-0.034948 7:0.530126 8:-0.114997 9:0.943759 10:0.739306 
1.000000 1:-0.497046 2:-0.050337 3:-0.670871 4:1.067569 5:0.860304 6:0.901301 7:-0.908505 8:-1.716695 9:-0.106102 10:0.428348 
1.000000 1:0.548539 2:-0.883827 3:-0.745342 4:-0.727511 5:-1.546283 6:-1.013442 7:0.863973 8:2.523102 9:-0.826904 10:-0.213814 
1.000000 1:-1.664709 2:-1.432258 3:0.125806 4:0.100767 5:-0.060659 6:-0.113340 7:1.909568 8:-2.020631 9:-0.798034 10:2.039845 
1.000000 1:-1.743467 2:0.027947 3:0.878268 4:2.073616 5:-0.132876 6:0.536237 7:-0.028824 8:-1.732490 9:0.480613 10:0.790995 
2.000000 1:0.528684 2:1.915324 3:3.295678 4:2.703917 5:3.647076 6:1.450314 7:2.286782 8:1.442669 9:2.111496 10:3.857060 
2.000000 1:2.594899 2:1.389377 3:1.446227 4:3.075639 5:4.680249 6:2.704239 7:2.991408 8:4.356808 9:3.228028 10:0.995398 
1.000000 1:1.629843 2:-0.787782 3:-0.048594 4:-0.193208 5:0.124403 6:0.120854 7:-0.708803 8:0.969821 9:0.875635 10:-0.003505 
1.000000 1:0.732010 2:-0.763060 3:-0.625021 4:-0.726818 5:0.863745 6:0.447907 7:0.904691 8:1.391369 9:0.538176 10:0.818952 
2.000000 1:2.976505 2:1.195996 3:0.825089 4:0.973465 5:3.724129 6:2.068653 7:3.136184 8:1.914352 9:2.464638 10:1.849257 
1.000000 1:-0.520283 2:-0.646330 3:-0.034962 4:-1.244534 5:1.053375 6:0.907370 7:0.026353 8:0.726799 9:-0.858200 10:-1.227760 
0.000000 1:-2.419585 2:-3.569706 3:-3.896777 4:-1.328135 5:-2.913514 6:-2.921623 7:-3.001987 8:-1.419638 9:-1.144480 10:-2.194032 
1.000000 1:1.292817 2:1.109457 3:-0.806756 4:-0.078566 5:-1.509025 6:-0.616115 7:0.022581 8:-1.203863 9:-0.531594 10:0.042762 
2.000000 1:1.325117 2:3.759197 3:2.195124 4:1.581610 5:2.967441 6:2.102554 7:2.323264 8:1.801999 9:3.135027 10:2.508757 
1.000000 1:1.422291 2:0.650259 3:-0.414119 4:0.248426 5:0.615873 6:-0.932547 7:-0.566482 8:-0.618948 9:-1.884408 10:-0.055604 
2.000000 1:2.829207 2:2.595423 3:2.313093 4:2.141667 5:1.674878 6:2.211121 7:2.394320 8:2.607860 9:2.239934 10:-0.513336 
1.000000 1:-1.121792 2:-0.825786 3:-0.277931 4:-0.170770 5:1.607581 6:0.566880 7:-0.213883 8:-0.310937 9:-0.007452 10:0.690382 
0.000000 1:-3.347906 2:-3.713461 3:-4.196091 4:-2.331381 5:-2.295323 6:-3.248810 7:-1.910235 8:-1.368135 9:-2.930051 10:-1.612211 
2.000000 1:2.125012 2:0.634220 3:3.203178 4:0.112825 5:1.154472 6:2.102908 7:2.449266 8:3.115276 9:2.928018 10:1.598130 
1.000000 1:0.234117 2:-0.878013 3:-0.546980 4:0.247416 5:-1.781737 6:1.129404 7:0.293162 8:1.224508 9:1.061417 10:0.295645 
1.000000 1:0.717499 2:0.856767 3:0.249957 4:-0.480228 5:-0.364796 6:0.505309 7:-0.646837 8:0.912021 9:-0.625777 10:-0.359702 
2.000000 1:3.492093 2:1.119823 3:3.710638 4:3.408001 5:2.579771 6:1.628909 7:1.671927 8:2.203174 9:2.410801 10:1.153816 
2.000000 1:4.451847 2:2.406638 3:1.585383 4:5.044876 5:3.580715 6:2.637203 7:3.751521 8:4.174507 9:1.882831 10:3.501643 
1.000000 1:1.048447 2:0.752279 3:0.878319 4:1.014782 5:0.883099 6:-1.024788 7:0.770099 8:-0.263666 9:1.216538 10:0.232571 
1.000000 1:1.088130 2:0.003090 3:0.644113 4:0.698406 5:1.248037 6:-0.587804 7:-0.135981 8:-0.016763 9:-0.732476 10:-0.801370 
1.000000 1:-1.365964 2:0.078413 3:-1.690412 4:-1.415809 5:-0.363465 6:-0.770812 7:0.644628 8:-0.227212 9:-0.644072 10:-0.322574 
1.000000 1:-0.241977 2:-1.228550 3:-0.083843 4:-1.390966 5:-0.932586 6:-2.539161 7:-0.425782 8:-0.436556 9:1.536169 10:-1.197573 
1.000000 1:-1.181133 2:-0.130764 3:0.671526 4:-1.160330 5:0.065543 6:0.823078 7:1.902956 8:0.295301 9:2.042082 10:0.105045 
2.000000 1:2.697869 2:2.065694 3:2.193829 4:2.389376 5:3.816713 6:3.118573 7:3.463210 8:2.866466 9:3.430877 10:0.926352 
1.000000 1:1.780516 2:-0.004332 3:0.089318 4:0.392202 5:-1.597435 6:-0.444150 7:0.616018 8:-0.819781 9:0.873324 10:-0.790635 
1.000000 1:-0.147539 2:-0.719046 3:-0.383553 4:-1.030035 5:0.858350 6:-1.466765 7:0.190107 8:1.114566 9:-1.873022 10:2.268794 
2.000000 1:1.834824 2:1.460133 3:2.969899 4:3.878582 5:1.547940 6:4.183856 7:1.434262 8:3.762884 9:2.634685 10:5.531245 
0.000000 1:-1.352486 2:-3.537145 3:-2.824189 4:-2.010700 5:-1.628100 6:-3.450538 7:-2.192388 8:-2.230569 9:-3.309982 10:-3.698703 
0.000000 1:-2.521335 2:-3.248205 3:-2.651031 4:-3.372906 5:-2.644101 6:-2.978308 7:-2.599184 8:-2.266260 9:-3.980325 10:-2.430381 
1.000000 1:0.478559 2:-1.120159 3:0.680573 4:0.492577 5:-1.371987 6:-0.500682 7:1.242560 8:-1.412642 9:0.728474 10:-0.037691 
1.000000 1:-1.680303 2:-1.078488 3:-3.951398 4:1.132192 5:-0.438380 6:-0.306726 7:-0.431719 8:0.538600 9:0.621891 10:0.222549 
1.000000 1:-0.670433 2:-1.095877 3:0.481440 4:-0.506354 5:-0.797408 6:0.027287 7:0.626519 8:-0.802007 9:0.447528 10:1.788899 
1.000000 1:-1.930768 2:1.046711 3:0.195813 4:-1.579032 5:1.406954 6:-0.260734 7:0.423222 8:-1.006396 9:1.064680 10:1.267334 
2.000000 1:1.430372 2:1.058395 3:2.409566 4:1.962055 5:1.889417 6:3.627200 7:2.870247 8:2.489206 9:3.657664 10:1.627919 
2.000000 1:2.794184 2:2.350060 3:3.933624 4:2.111942 5:2.986750 6:3.741085 7:2.090240 8:2.867121 9:1.721707 10:1.258532 
1.000000 1:0.657994 2:-0.963121 3:0.271734 4:-0.513840 5:0.280449 6:-0.522612 7:0.136715 8:0.077546 9:2.069346 10:-1.108105 
1.000000 1:1.374914 2:-0.200905 3:-0.100093 4:-0.376935 5:-0.034614 6:-0.250310 7:-1.707094 8:-0.972846 9:-1.056247 10:0.803990 
1.000000 1:-2.029231 2:1.754964 3:-0.218567 4:0.889644 5:1.822963 6:-1.536499 7:-1.491443 8:-0.239202 9:0.558615 10:0.824345 
1.000000 1:0.261503 2:-0.817753 3:-1.462597 4:1.729763 5:-0.583804 6:-0.379432 7:0.603281 8:1.576358 9:-0.362910 10:0.729883 
2.000000 1:2.973868 2:2.712316 3:1.822143 4:1.771068 5:4.461115 6:2.855042 7:1.561421 8:3.166636 9:1.442220 10:1.456444 
1.000000 1:1.219262 2:0.716723 3:0.256566 4:0.600946 5:-0.971524 6:0.104227 7:-0.751438 8:1.295246 9:-0.482060 10:0.307946 
2.000000 1:3.315126 2:0.967418 3:1.128488 4:3.208580 5:3.503471 6:3.329479 7:1.879546 8:3.635395 9:1.549417 10:1.400990 
2.000000 1:3.851477 2:2.558950 3:2.426791 4:1.706339 5:3.282187 6:2.065633 7:2.919955 8:2.401830 9:0.706167 10:2.487790 
2.000000 1:0.659979 2:2.179176 3:2.566157 4:2.618699 5:1.826276 6:1.860931 7:3.670204 8:2.177594 9:2.683081 10:2.290674 
1.000000 1:-0.078911 2:-2.494999 3:0.596891 4:-0.636182 5:0.193620 6:-1.083973 7:-0.064638 8:0.049027 9:1.426996 10:-1.413173 
1.000000 1:1.391740 2:0.355001 3:-1.172625 4:-1.282728 5:-1.558612 6:0.904298 7:0.456391 8:2.073837 9:-0.822222 10:-0.424441 
2.000000 1:1.462512 2:3.162477 3:1.797996 4:4.866658 5:2.346376 6:2.763500 7:2.751674 8:2.835856 9:3.290985 10:0.476306 
1.000000 1:-2.182881 2:-0.166478 3:-0.297042 4:3.083188 5:0.115376 6:-0.113377 7:-1.260492 8:1.429000 9:1.221534 10:-0.457205 
1.000000 1:0.918945 2:2.628002 3:-1.144857 4:-1.788063 5:0.323266 6:-1.139574 7:0.726129 8:0.980930 9:0.910807 10:-1.028937 
2.000000 1:1.911097 2:2.857373 3:2.623588 4:2.993759 5:3.929223 6:1.494986 7:2.621291 8:0.560217 9:1.083065 10:2.022987 
1.000000 1:-0.710647 2:-0.497194 3:0.072199 4:0.588086 5:0.353929 6:-0.039375 7:-0.371882 8:-1.157970 9:0.026074 10:0.090855 
1.000000 1:0.561262 2:0.616379 3:-0.458002 4:0.239341 5:-0.645700 6:-0.086611 7:1.535786 8:0.325365 9:1.265549 10:-0.413654 
1.000000 1:-1.097858 2:0.109067 3:0.460725 4:2.618504 5:0.335274 6:0.770939 7:-0.414433 8:0.870872 9:-1.776369 10:0.159363 
2.000000 1:1.084675 2:3.215199 3:1.979239 4:4.464135 5:2.360193 6:3.070540 7:3.548345 8:-0.586484 9:3.002039 10:2.235166 
2.000000 1:3.115364 2:2.772775 3:4.222475 4:3.587392 5:3.194611 6:1.651195 7:1.979164 8:2.168908 9:2.158705 10:1.530563 
2.000000 1:3.059650 2:2.562207 3:4.376132 4:3.362416 5:1.395807 6:3.699264 7:1.555298 8:2.143035 9:2.201591 10:2.376283 
2.000000 1:2.865083 2:3.267149 3:1.925601 4:2.831437 5:1.547278 6:4.642351 7:2.345019 8:2.508938 9:3.271518 10:3.471873 
1.000000 1:0.032290 2:-0.730234 3:-0.957994 4:0.731375 5:0.487201 6:-1.165998 7:0.331824 8:0.306971 9:0.953515 10:-0.769367 
1.000000 1:-0.910514 2:-1.263712 3:0.367343 4:-1.236805 5:-0.955384 6:1.413078 7:0.775040 8:-0.328179 9:-1.226403 10:-2.124117 
1.000000 1:-0.716208 2:0.868332 3:-1.175196 4:0.726652 5:-0.362366 6:0.897175 7:-0.085409 8:-1.047865 9:0.468103 10:-2.060680 
1.000000 1:0.350153 2:0.112124 3:-0.064079 4:0.527058 5:-0.499200 6:-0.789769 7:2.171661 8:0.655379 9:-0.137238 10:0.545056 
1.000000 1:0.823152 2:0.527153 3:0.013206 4:1.396617 5:-0.303709 6:0.335915 7:-0.150292 8:1.179171 9:-0.976224 10:-0.224275 
2.000000 1:2.905541 2:-0.066755 3:2.706192 4:1.125129 5:2.532133 6:3.202254 7:3.057766 8:1.055165 9:2.031594 10:1.984109 
0.000000 1:-3.100051 2:-3.062691 3:-2.404136 4:-0.871528 5:-1.987471 6:-3.540156 7:-3.586788 8:-2.411884 9:-2.846867 10:-1.406293 
2.000000 1:3.414103 2:2.428953 3:3.071132 4:1.647466 5:2.100209 6:1.461399 7:0.755964 8:2.372608 9:1.918314 10:2.751160 
1.000000 1:-0.496735 2:-0.074150 3:1.355024 4:0.508112 5:0.067547 6:0.492184 7:-0.404693 8:-0.279756 9:-0.173355 10:0.893931 
1.000000 1:1.148359 2:-0.046275 3:-0.752909 4:2.319648 5:1.346180 6:1.027377 7:0.989995 8:0.958406 9:1.446440 10:1.629801 
1.000000 1:0.409770 2:0.961568 3:1.194946 4:-1.366179 5:0.391821 6:2.041487 7:-0.314143 8:0.105572 9:-0.118988 10:-0.399088 
1.000000 1:-0.395926 2:2.309472 3:-0.133679 4:0.280657 5:1.910470 6:0.705769 7:-0.813181 8:0.352123 9:0.229441 10:-0.363706 
1.000000 1:0.436245 2:0.057957 3:0.294851 4:1.020630 5:-0.350667 6:-0.212104 7:-0.145483 8:-0.710347 9:1.867838 10:-0.004169 
2.000000 1:1.362245 2:1.180000 3:3.489477 4:2.040327 5:2.643542 6:1.858879 7:2.055084 8:2.930390 9:2.821238 10:2.019421 
1.000000 1:-0.383531 2:1.886758 3:1.317691 4:-1.498575 5:-0.713524 6:-0.865554 7:-1.242842 8:-1.045327 9:-1.163847 10:-0.844681 
1.000000 1:0.628687 2:0.561266 3:1.493018 4:-3.607489 5:-1.087879 6:-1.270469 7:-0.053388 8:-0.610506 9:0.595117 10:0.812420 
1.000000 1:0.851892 2:-0.317426 3:-0.826451 4:-0.791795 5:-1.010135 6:0.249491 7:0.097867 8:2.107790 9:-0.802894 10:0.632073 
0.000000 1:-2.666512 2:-2.169714 3:-2.227996 4:-0.244039 5:-2.929822 6:-3.772109 7:-4.150462 8:-3.396897 9:-1.758334 10:-3.424565 
2.000000 1:1.327270 2:3.650634 3:2.794341 4:2.463881 5:1.593523 6:2.811793 7:3.250584 8:3.339857 9:1.513607 10:2.905568 
1.000000 1:0.005930 2:0.943077 3:-0.099104 4:-0.533791 5:0.202275 6:-0.232937 7:0.109622 8:-0.324639 9:1.815857 10:-0.090194 
1.000000 1:0.758608 2:1.047437 3:1.594904 4:0.261874 5:0.566175 6:0.466127 7:-0.026277 8:-1.957863 9:-1.988799 10:0.538696 
1.000000 1:-0.956064 2:0.284451 3:1.036947 4:0.014586 5:-0.612931 6:0.341251 7:0.269166 8:0.520094 9:1.010409 10:-0.743981 
2.000000 1:1.729050 2:3.486843 3:1.327130 4:1.674100 5:-0.609437 6:3.337886 7:3.174704 8:3.563053 9:3.861954 10:2.650481 
1.000000 1:1.073664 2:2.271044 3:0.229633 4:-0.522366 5:-0.089849 6:-0.882476 7:-0.452635 8:0.069398 9:1.467143 10:-0.676732 
1.000000 1:1.770308 2:1.671061 3:0.857084 4:1.365883 5:-1.676046 6:0.476874 7:-0.256464 8:-0.733609 9:0.513227 10:1.137077 
2.000000 1:3.932243 2:2.763336 3:1.564622 4:3.224381 5:1.846926 6:2.055886 7:4.298862 8:2.438111 9:2.465198 10:1.737314 
1.000000 1:1.206474 2:-0.121446 3:0.128157 4:0.488827 5:-0.772990 6:0.171878 7:-1.117509 8:-0.138014 9:0.869213 10:-0.015789 
2.000000 1:2.112832 2:3.897914 3:1.292611 4:2.782908 5:3.068113 6:2.631398 7:1.531146 8:3.965971 9:3.179467 10:1.590548 
1.000000 1:-1.476979 2:-1.015191 3:0.482942 4:-0.358825 5:-0.435624 6:1.088363 7:0.410741 8:-0.472031 9:-0.790465 10:1.094464 
2.000000 1:4.348557 2:1.072131 3:2.165674 4:4.303870 5:2.496135 6:0.629145 7:2.311388 8:3.862311 9:0.965691 10:1.783912 
2.000000 1:3.079781 2:3.455836 3:3.128842 4:3.657207 5:3.480765 6:1.336302 7:3.801955 8:2.500574 9:2.555779 10:1.883357 
2.000000 1:2.299501 2:1.998743 3:2.856744 4:2.213108 5:2.667147 6:3.074167 7:2.984769 8:1.495918 9:3.258730 10:2.952967 
2.000000 1:1.829872 2:3.815800 3:3.853961 4:1.129693 5:1.031995 6:0.347178 7:3.583358 8:2.473293 9:2.236885 10:2.101268 
1.000000 1:-0.751528 2:0.599291 3:1.524582 4:0.457236 5:-1.363833 6:2.041054 7:-0.097846 8:0.685639 9:0.536147 10:1.229643 
0.000000 1:-2.600689 2:-3.222733 3:-1.807825 4:-3.542384 5:-2.578365 6:-3.038007 7:-1.536881 8:-2.313266 9:-2.257197 10:-2.832342 
2.000000 1:1.325572 2:2.211639 3:2.365356 4:2.200976 5:2.374184 6:2.514142 7:2.845260 8:2.864978 9:0.315114 10:1.715494 
1.000000 1:-1.982227 2:0.011473 3:0.098762 4:-0.578153 5:-0.743058 6:0.004498 7:-0.244224 8:-0.707116 9:-1.938440 10:0.562835 
0.000000 1:-1.993998 2:-4.427347 3:-2.178896 4:-0.528032 5:-1.746156 6:-2.536474 7:-2.385958 8:-2.380196 9:-1.446425 10:-1.630535 
1.000000 1:0.418425 2:-1.976953 3:-1.514871 4:1.163558 5:0.309263 6:0.722937 7:0.293298 8:-1.464196 9:2.020462 10:0.503258 
1.000000 1:0.203741 2:-0.845329 3:-0.138103 4:-1.707827 5:-0.249909 6:-1.202991 7:0.956476 8:0.597426 9:0.723265 10:0.073299 
2.000000 1:3.692473 2:2.587970 3:2.204402 4:1.713277 5:3.646976 6:1.379870 7:3.271476 8:3.039346 9:1.687820 10:0.924400 
1.000000 1:-0.967659 2:1.033990 3:0.028999 4:-0.855558 5:-0.360706 6:-1.535087 7:-0.562399 8:-0.285055 9:-0.363071 10:-0.252215 
1.000000 1:-0.118091 2:-0.198909 3:0.088645 4:1.065390 5:0.485213 6:-0.275294 7:-0.538426 8:-0.420747 9:-2.114787 10:-0.778939 
1.000000 1:1.495056 2:-0.766797 3:-0.018220 4:0.584748 5:0.957564 6:-0.035906 7:-0.364369 8:-0.269225 9:-0.251705 10:-2.154485 
0.000000 1:-3.755247 2:-1.638669 3:-0.866009 4:-3.322144 5:-2.202825 6:-0.906592 7:-1.269209 8:-2.393085 9:-3.287830 10:-1.316953 
1.000000 1:0.399640 2:-1.503411 3:-0.882827 4:1.632092 5:-1.161294 6:0.911979 7:-1.250399 8:-0.120734 9:-0.226723 10:-0.342089 
1.000000 1:1.244689 2:-0.775488 3:-0.871044 4:-1.206501 5:1.495371 6:1.698525 7:-1.213818 8:-1.634184 9:-1.453336 10:-0.077783 
1.000000 1:-1.035700 2:-0.168633 3:-0.153390 4:0.214031 5:-1.961831 6:-0.405960 7:0.281463 8:-0.396208 9:-0.572108 10:1.400071 
2.000000 1:4.124935 2:1.059774 3:3.615919 4:0.827551 5:3.025373 6:3.013574 7:2.539657 8:2.299289 9:1.517569 10:2.933725 
2.000000 1:4.433666 2:2.303274 3:2.709425 4:2.251913 5:1.806973 6:1.255366 7:3.050101 8:3.399988 9:1.875767 10:1.818993 
1.000000 1:-1.055323 2:-0.803099 3:-1.003299 4:1.301206 5:-0.591304 6:0.283033 7:-0.715518 8:-0.367848 9:-0.936847 10:-1.566188 
