1.000000 1:-1.134830 2:-0.384430 3:1.506526 4:1.279228 5:-0.776890 6:0.445335 7:-2.050214 8:-0.171918 9:-1.656016 10:-1.199576 11:0.899562 12:-1.148734 13:-0.912328 14:0.353188 15:-0.622339 16:-1.236446 17:-1.328883 18:-0.003417 19:-0.365442 20:-0.927228 21:0.529346 22:-0.077500 23:-0.758187 24:0.096014 25:-0.342441 
2.000000 1:3.022711 2:2.584986 3:2.571163 4:2.189995 5:3.399529 6:2.889964 7:2.925358 8:3.081069 9:1.851923 10:4.554161 11:3.299670 12:1.748291 13:3.703196 14:3.732539 15:3.065281 16:1.219566 17:2.214656 18:2.524460 19:1.981577 20:2.506652 21:1.020340 22:3.300939 23:2.508043 24:0.555437 25:1.778585 
2.000000 1:2.564083 2:3.140204 3:2.725681 4:2.602292 5:2.320753 6:4.881452 7:3.110309 8:0.062535 9:3.087742 10:2.189627 11:2.623989 12:3.672211 13:3.532336 14:1.574907 15:2.212640 16:2.472131 17:1.711910 18:2.635510 19:3.219456 20:2.379150 21:3.457935 22:3.348510 23:1.420822 24:1.917086 25:0.510715 
2.000000 1:2.669569 2:2.943216 3:2.509568 4:3.984385 5:3.963343 6:2.020099 7:2.895901 8:1.550751 9:3.405001 10:4.524355 11:2.904002 12:4.696605 13:2.867709 14:1.536385 15:1.552554 16:3.503849 17:3.150626 18:4.175321 19:3.182671 20:2.369542 21:1.256351 22:5.764140 23:3.276253 24:2.725280 25:2.005150 
2.000000 1:1.771289 2:0.482638 3:3.377148 4:3.286559 5:2.988348 6:1.935898 7:3.020683 8:3.230948 9:-0.423194 10:2.048374 11:2.213767 12:2.905220 13:1.579117 14:2.857031 15:3.741543 16:1.593975 17:1.873807 18:2.699467 19:2.321368 20:2.439845 21:2.931025 22:3.862099 23:4.326731 24:2.191941 25:2.218460 
1.000000 1:0.199931 2:2.404589 3:-1.191218 4:0.560143 5:-0.201365 6:-1.717991 7:0.413409 8:1.935955 9:-0.978183 10:0.113443 11:1.399732 12:-0.382658 13:0.793515 14:0.343004 15:0.128627 16:0.421571 17:1.313441 18:-1.508939 19:1.327534 20:0.238054 21:0.093602 22:-0.336215 23:-0.795340 24:0.730224 25:0.015137 
1.000000 1:-0.798383 2:-0.428163 3:-0.560125 4:1.890097 5:-0.149913 6:-0.007060 7:1.384449 8:1.758006 9:0.215505 10:-0.204324 11:-0.929804 12:-0.313252 13:-0.197034 14:-1.002042 15:-0.519289 16:0.138834 17:-0.479557 18:0.614391 19:0.037622 20:0.595906 21:0.797327 22:0.791173 23:-2.175348 24:-0.291504 25:-0.388997 
2.000000 1:2.211083 2:3.959371 3:1.849225 4:2.700420 5:1.372332 6:2.185525 7:1.760855 8:2.506155 9:3.659712 10:2.317722 11:2.405136 12:2.104930 13:1.977974 14:3.304735 15:0.028356 16:2.398423 17:3.976052 18:3.603699 19:1.706491 20:4.175285 21:1.982214 22:1.382470 23:3.666281 24:2.762482 25:2.226082 
1.000000 1:-0.521231 2:0.854804 3:-1.478138 4:0.057494 5:0.921980 6:-1.075880 7:0.803283 8:0.315999 9:0.606987 10:1.329728 11:-1.053204 12:1.839696 13:-0.524003 14:0.855078 15:-0.253885 16:0.917982 17:-0.324782 18:0.184200 19:0.178254 20:-0.474853 21:-1.077952 22:0.561367 23:-0.598230 24:0.241382 25:1.374970 
1.000000 1:-0.524419 2:0.346758 3:-2.087490 4:-0.026157 5:0.187823 6:0.281747 7:0.930477 8:1.262414 9:-1.439107 10:0.705719 11:0.378331 12:1.528804 13:0.271732 14:0.035770 15:-0.180284 16:-0.583801 17:-0.441416 18:0.216653 19:-0.960537 20:0.915143 21:-0.682681 22:1.292473 23:0.593942 24:-2.046082 25:-0.370203 
1.000000 1:-0.087233 2:-1.227783 3:0.218722 4:-0.527636 5:0.235485 6:-0.967030 7:0.938845 8:-0.482487 9:1.334360 10:0.833235 11:-0.448873 12:-0.419981 13:-0.454704 14:0.146415 15:-0.530183 16:-1.580618 17:-1.502315 18:-2.198932 19:-0.652011 20:2.304516 21:1.050510 22:1.267788 23:-0.254533 24:-0.270073 25:0.081746 
1.000000 1:0.155167 2:0.791824 3:-0.862456 4:0.147267 5:1.107768 6:0.820775 7:-0.514336 8:0.654083 9:0.842279 10:-1.151197 11:-1.422298 12:-0.771947 13:-1.706829 14:1.254589 15:-1.209385 16:-1.229993 17:-0.075467 18:0.744084 19:0.412652 20:0.492649 21:-0.171529 22:0.094759 23:-0.269055 24:1.256809 25:0.407464 
1.000000 1:-0.947701 2:-0.563611 3:-0.068111 4:-0.030058 5:-0.858675 6:2.070920 7:1.060305 8:0.789632 9:0.864462 10:-0.296156 11:-0.680689 12:-0.644081 13:0.903700 14:-1.503633 15:-1.458494 16:1.422078 17:-0.001396 18:1.239637 19:0.755905 20:1.137727 21:-0.970589 22:1.404462 23:-0.834634 24:0.915247 25:0.372768 
2.000000 1:2.433596 2:2.714413 3:1.629039 4:2.359356 5:2.716478 6:4.242025 7:3.431257 8:1.677149 9:3.306766 10:1.642201 11:1.048114 12:1.711863 13:2.746831 14:3.688457 15:2.522884 16:1.783602 17:2.365242 18:3.183053 19:3.338300 20:2.666808 21:2.206824 22:1.958281 23:3.883513 24:2.938552 25:1.882873 
2.000000 1:3.415259 2:2.390523 3:2.390387 4:2.485069 5:3.245499 6:2.372016 7:1.500471 8:4.772360 9:1.441018 10:2.582629 11:2.975106 12:1.314841 13:1.560049 14:3.231111 15:1.983787 16:3.198964 17:1.865417 18:2.627956 19:1.500532 20:3.355485 21:3.320705 22:3.262567 23:1.857246 24:2.106840 25:3.847431 
1.000000 1:-1.887695 2:-0.975326 3:1.242453 4:0.705629 5:-1.408693 6:-0.119314 7:-0.111850 8:-0.843120 9:-1.548364 10:-0.044036 11:1.338228 12:0.199259 13:0.342683 14:0.100349 15:2.377110 16:-0.666293 17:-0.775984 18:-0.904457 19:-1.429860 20:-0.952526 21:-1.301699 22:-1.210159 23:0.899766 24:-1.012719 25:0.878607 
2.000000 1:4.680707 2:3.118944 3:2.543461 4:1.829050 5:2.240147 6:3.295739 7:3.096200 8:2.091600 9:1.775899 10:2.487223 11:1.878202 12:2.262883 13:3.306716 14:5.439944 15:2.656092 16:2.641057 17:3.898675 18:1.894854 19:2.623108 20:1.188381 21:3.133780 22:2.149445 23:3.711941 24:2.492156 25:2.610562 
1.000000 1:0.837684 2:-0.477545 3:-0.143309 4:-0.578597 5:-0.051885 6:0.227361 7:-0.409018 8:-1.077534 9:-0.136678 10:-0.986320 11:-0.151177 12:0.198544 13:0.823389 14:-0.269769 15:1.538599 16:-1.492853 17:-0.578070 18:1.107196 19:-0.353235 20:-1.448064 21:0.227205 22:1.433082 23:0.531808 24:0.445330 25:0.177099 
1.000000 1:-0.832837 2:0.317366 3:-0.107466 4:0.142643 5:0.243899 6:0.851268 7:0.330469 8:-0.130027 9:0.815269 10:1.028629 11:-0.938821 12:-1.610500 13:1.386706 14:-1.151987 15:0.957257 16:1.109075 17:1.153846 18:0.746516 19:-1.220759 20:1.838843 21:-0.102196 22:0.881204 23:-0.241217 24:0.048849 25:-1.416634 
1.000000 1:0.192907 2:-1.483620 3:-1.985752 4:-0.180191 5:-0.422807 6:0.169035 7:-1.348070 8:0.946287 9:0.467880 10:0.181007 11:0.107431 12:0.025884 13:1.227580 14:1.718464 15:-1.011925 16:-0.042586 17:0.364066 18:-0.069746 19:-1.372318 20:0.456114 21:-0.295141 22:-1.606179 23:0.296413 24:0.211528 25:0.361783 
2.000000 1:1.853810 2:2.718471 3:2.862934 4:4.062125 5:2.969086 6:2.966789 7:1.565678 8:3.124233 9:3.463012 10:2.944392 11:4.459228 12:2.027202 13:2.862113 14:3.409539 15:2.246028 16:3.624168 17:1.145885 18:1.941636 19:0.765535 20:2.159700 21:4.119654 22:2.837989 23:1.721284 24:3.048507 25:3.481453 
1.000000 1:-0.104086 2:-0.076091 3:1.324685 4:-0.127259 5:1.261094 6:-0.945161 7:1.903252 8:-1.078538 9:0.436877 10:0.742304 11:-0.449901 12:-0.320015 13:-0.748318 14:-0.986197 15:2.155230 16:-2.417218 17:-0.816649 18:-1.236079 19:1.373082 20:-0.354180 21:1.090971 22:-0.957570 23:0.243034 24:0.191762 25:-0.364875 
2.000000 1:1.959237 2:-0.335279 3:2.118801 4:1.111816 5:2.348911 6:2.608135 7:4.242299 8:1.307382 9:0.348083 10:3.100601 11:2.594772 12:2.304590 13:2.592750 14:1.908898 15:3.104211 16:4.848436 17:2.300847 18:2.387896 19:1.639585 20:2.135065 21:2.868121 22:2.853116 23:1.488553 24:2.103259 25:2.616523 
1.000000 1:-0.384535 2:-0.178499 3:-0.489958 4:0.481507 5:0.278235 6:1.337331 7:1.504792 8:-0.415349 9:0.102010 10:0.989991 11:0.932203 12:0.032427 13:-0.863101 14:0.407595 15:-0.144077 16:-1.078833 17:0.100591 18:-0.559627 19:0.660519 20:1.528352 21:0.897208 22:0.721638 23:1.768672 24:0.071706 25:-0.852213 
1.000000 1:-0.691486 2:0.934753 3:-1.883588 4:-0.604626 5:-0.673961 6:0.322219 7:1.334536 8:0.369050 9:-0.650574 10:-1.265966 11:-0.623011 12:0.257489 13:-1.377610 14:0.049858 15:-0.020056 16:-0.313202 17:-0.691068 18:0.968915 19:-0.321403 20:-0.108355 21:-1.929093 22:-0.175002 23:0.796857 24:1.011768 25:-0.134581 
1.000000 1:-0.302524 2:-0.747750 3:-0.062150 4:-1.784904 5:0.734808 6:0.795879 7:-0.687714 8:0.373545 9:1.202863 10:0.743478 11:-1.505267 12:-0.353772 13:-0.121566 14:2.041415 15:1.218368 16:-0.941744 17:-1.138835 18:0.271722 19:0.164000 20:1.327071 21:0.085368 22:0.107487 23:-1.081633 24:0.300265 25:0.994768 
0.000000 1:-3.638989 2:-1.576239 3:-3.489842 4:-3.627005 5:-2.685509 6:-3.862236 7:-2.846460 8:-1.706697 9:-2.911076 10:-2.074880 11:-2.040958 12:-1.217850 13:-1.493934 14:-1.579907 15:-0.013033 16:-1.601869 17:-1.188926 18:-3.204245 19:-2.138584 20:-1.662856 21:-2.002858 22:-2.238999 23:-2.232081 24:-3.108240 25:-2.100276 
2.000000 1:2.972844 2:1.924848 3:2.835439 4:3.002348 5:3.379539 6:1.513238 7:2.268525 8:2.512786 9:2.271641 10:2.367206 11:1.186783 12:2.564157 13:3.162617 14:4.530290 15:2.860275 16:3.639696 17:1.679469 18:1.645565 19:2.184055 20:3.734704 21:4.090638 22:3.165935 23:2.989408 24:4.297139 25:4.432641 
0.000000 1:-2.337774 2:-0.851936 3:-4.745689 4:-3.743965 5:-3.368025 6:-2.625066 7:-2.469305 8:-3.315780 9:-2.962516 10:-3.158676 11:-0.989288 12:-1.814892 13:-3.020103 14:-3.471914 15:-3.825442 16:-2.770765 17:-2.370380 18:-2.121204 19:-1.885564 20:-2.197298 21:-0.683384 22:-1.281327 23:-0.658389 24:-2.954035 25:-4.032930 
2.000000 1:2.273602 2:1.878393 3:1.445369 4:2.398947 5:2.081043 6:1.175247 7:2.302094 8:2.964962 9:3.697426 10:2.517971 11:1.298592 12:2.983297 13:2.367128 14:3.491245 15:2.676358 16:2.847358 17:3.217733 18:3.906475 19:2.808952 20:2.648289 21:3.170934 22:3.715422 23:2.486237 24:0.953568 25:3.645843 
1.000000 1:0.607750 2:-1.015734 3:-0.390655 4:-0.552558 5:0.072728 6:-1.059309 7:1.604560 8:-0.044759 9:-0.632660 10:0.720257 11:1.082231 12:0.344868 13:0.278278 14:-0.876375 15:0.076053 16:-0.129482 17:-0.373965 18:-1.439635 19:-0.690956 20:0.735767 21:0.390790 22:0.436448 23:-0.103512 24:0.482587 25:0.734315 
1.000000 1:-0.096549 2:0.294393 3:-0.612638 4:1.222749 5:-0.989443 6:0.534084 7:-1.543008 8:1.387945 9:-0.289594 10:0.387913 11:-0.245367 12:0.730047 13:-0.839923 14:0.666879 15:0.770654 16:-0.040079 17:-1.907814 18:0.724110 19:0.179138 20:1.483303 21:0.241130 22:-1.825447 23:-0.095094 24:-0.571243 25:0.422327 
2.000000 1:4.773964 2:2.915750 3:3.046496 4:2.385554 5:2.103561 6:1.146697 7:1.315315 8:2.157750 9:1.475728 10:1.848637 11:2.263031 12:2.114383 13:1.296407 14:4.058667 15:1.171114 16:2.803775 17:4.691714 18:3.461107 19:2.742480 20:0.802106 21:2.850054 22:3.136201 23:1.146106 24:2.689873 25:3.581668 
2.000000 1:3.567788 2:2.114922 3:1.632064 4:4.062767 5:4.299803 6:3.177957 7:2.145806 8:1.480785 9:3.120385 10:2.330406 11:3.042560 12:3.248108 13:1.733950 14:2.448074 15:2.230712 16:1.720332 17:4.720055 18:1.360568 19:2.867096 20:2.368559 21:3.754720 22:2.990075 23:2.351728 24:2.898021 25:2.334264 
1.000000 1:-1.556342 2:1.333852 3:-1.770153 4:0.745815 5:-0.571742 6:-0.003308 7:-1.026975 8:0.124379 9:-1.057874 10:-0.943869 11:-0.159850 12:-0.513697 13:-0.616162 14:1.356431 15:-0.052814 16:-1.113563 17:2.137164 18:-0.709569 19:-0.552897 20:-0.223021 21:-0.576477 22:0.390283 23:-0.917119 24:-0.682967 25:-1.183335 
2.000000 1:2.567249 2:3.321240 3:1.585874 4:2.070256 5:1.773449 6:3.710373 7:3.822544 8:2.654063 9:3.152656 10:2.483851 11:0.264984 12:1.995808 13:2.513809 14:0.811916 15:2.551607 16:1.383503 17:2.492458 18:2.082119 19:3.801203 20:0.061470 21:2.211748 22:3.907901 23:2.823963 24:2.697606 25:2.049363 
2.000000 1:2.648130 2:3.472553 3:2.575674 4:4.128265 5:1.664146 6:1.592831 7:1.673299 8:1.587735 9:2.228993 10:1.300755 11:1.715341 12:2.932633 13:2.077992 14:2.774489 15:4.012950 16:2.563027 17:2.783218 18:4.303108 19:4.100767 20:4.754972 21:1.852329 22:2.720422 23:3.971304 24:2.945953 25:1.283343 
1.000000 1:1.847361 2:-1.044662 3:0.155800 4:0.162799 5:-2.242980 6:-1.188770 7:-0.395991 8:0.154125 9:0.508642 10:0.092077 11:-0.509910 12:0.119321 13:-0.098908 14:0.221318 15:0.143278 16:-0.217995 17:-0.466505 18:0.223512 19:-0.568818 20:-0.458744 21:0.353440 22:-0.301262 23:-1.069025 24:1.780892 25:1.302475 
1.000000 1:-1.575343 2:-1.106906 3:-1.645966 4:0.117678 5:-0.111696 6:0.790535 7:1.556122 8:-0.338455 9:-1.156715 10:-0.880371 11:-1.347937 12:-0.427895 13:1.856855 14:0.216615 15:-0.188247 16:0.545164 17:0.418497 18:-1.053860 19:0.557341 20:0.154976 21:-2.079665 22:-0.117304 23:0.164384 24:-0.343663 25:-1.171265 
0.000000 1:-4.249637 2:-2.255256 3:-3.682383 4:-2.536376 5:-2.895095 6:-3.107672 7:-1.339573 8:-2.792527 9:-5.113770 10:-2.373356 11:-2.704040 12:-2.510649 13:-3.126935 14:-0.455918 15:-1.622272 16:-1.318860 17:-4.111712 18:-0.037649 19:-4.186723 20:-3.400552 21:-2.367431 22:-1.979143 23:-0.728604 24:-2.859264 25:-2.320142 
2.000000 1:3.699292 2:1.704325 3:2.390182 4:3.207582 5:0.650840 6:2.351561 7:1.797854 8:1.501961 9:2.007701 10:3.201034 11:1.948731 12:1.167047 13:1.680541 14:2.932319 15:2.030620 16:3.745223 17:1.425678 18:2.553675 19:1.683188 20:4.653111 21:0.712881 22:2.545241 23:2.784771 24:4.434083 25:3.389991 
1.000000 1:-0.512849 2:0.607976 3:-1.574378 4:-0.562260 5:0.657270 6:0.882359 7:-0.858305 8:1.401179 9:-0.331963 10:0.225001 11:-1.054644 12:-0.477200 13:-0.358102 14:-0.100946 15:0.056688 16:-1.203692 17:-0.375007 18:0.618088 19:-0.990528 20:-0.347534 21:-0.200332 22:1.316411 23:-0.136738 24:-0.410837 25:-0.675237 
1.000000 1:-0.550479 2:1.078866 3:-1.659755 4:-0.688520 5:0.307264 6:-1.111799 7:0.878917 8:-0.159501 9:0.747833 10:-0.145275 11:1.466007 12:0.357803 13:-0.658255 14:-0.533639 15:-1.334578 16:-0.722017 17:0.626504 18:-1.099722 19:0.373555 20:-0.510670 21:2.041874 22:-0.514184 23:-0.432962 24:0.447283 25:-0.673147 
2.000000 1:0.860530 2:0.175920 3:1.650013 4:3.113296 5:1.397186 6:1.778153 7:0.762112 8:3.742168 9:2.575258 10:3.649262 11:4.737794 12:1.735130 13:2.324229 14:0.914492 15:4.098094 16:2.407310 17:2.709921 18:1.814184 19:2.508158 20:1.741711 21:1.844191 22:2.496829 23:1.661384 24:3.414395 25:2.616880 
0.000000 1:-3.973555 2:-2.543240 3:-2.281711 4:-2.702311 5:-2.248885 6:-3.039159 7:-0.700792 8:-2.098135 9:-2.380374 10:-2.176450 11:-4.280348 12:-3.421631 13:-2.408258 14:-2.957613 15:-2.174170 16:-2.310326 17:-2.400598 18:-1.449075 19:-2.285111 20:-1.058331 21:-1.663319 22:-2.419732 23:-1.194738 24:-2.943394 25:-4.881723 
2.000000 1:3.771614 2:1.535034 3:2.458221 4:2.840590 5:1.875525 6:2.064732 7:1.971069 8:0.681022 9:3.590763 10:2.479893 11:3.175990 12:4.537058 13:3.062962 14:2.251692 15:1.286998 16:1.860542 17:0.577629 18:2.247762 19:1.791952 20:3.017755 21:2.192608 22:3.123952 23:2.267428 24:1.890006 25:3.215614 
1.000000 1:-0.721308 2:-0.369049 3:-1.083779 4:-0.624690 5:0.488349 6:-1.578205 7:0.499035 8:-0.268942 9:0.645768 10:-0.025814 11:-0.702265 12:1.224488 13:0.688277 14:-0.842429 15:1.636046 16:-0.011925 17:-0.511803 18:-1.694140 19:-0.072794 20:-1.478009 21:-0.348161 22:0.575455 23:2.188194 24:0.541369 25:1.061559 
2.000000 1:2.913085 2:2.107379 3:4.692810 4:2.428858 5:2.387781 6:2.761733 7:1.949884 8:3.273884 9:0.949732 10:3.643323 11:2.122740 12:2.787833 13:2.276198 14:3.658777 15:2.079725 16:3.553481 17:3.474396 18:2.886928 19:3.964351 20:1.853504 21:3.099546 22:1.553512 23:2.736633 24:0.839809 25:3.801545 
1.000000 1:-0.382622 2:-0.730236 3:-0.859826 4:0.323891 5:-0.800946 6:1.472812 7:-0.003158 8:-0.354250 9:1.447525 10:1.551182 11:0.932191 12:0.518188 13:0.528986 14:0.492074 15:1.667503 16:1.176506 17:-0.879545 18:0.473078 19:-0.015287 20:-0.389362 21:0.780508 22:-0.942593 23:-0.436423 24:0.171879 25:-1.161341 
2.000000 1:1.693892 2:3.627557 3:2.718207 4:3.058553 5:4.539458 6:3.795475 7:1.210948 8:3.354626 9:1.585265 10:3.183382 11:1.264206 12:3.604847 13:2.070538 14:1.740729 15:3.219701 16:3.736032 17:1.877392 18:1.407712 19:3.332175 20:2.188475 21:3.080210 22:1.052595 23:2.930681 24:1.609175 25:3.184683 
1.000000 1:-0.687958 2:0.464901 3:-1.112155 4:0.155332 5:0.035495 6:0.974615 7:1.139874 8:-1.811263 9:1.420776 10:-0.406505 11:1.589285 12:-0.120784 13:-1.633071 14:-0.605674 15:0.075464 16:-0.358218 17:1.097649 18:1.905158 19:-0.505609 20:1.499231 21:-0.831317 22:0.268909 23:-0.233915 24:1.363577 25:-0.260760 
0.000000 1:-3.259148 2:-3.741544 3:-3.779658 4:-1.690427 5:-1.762242 6:-1.387146 7:-1.824766 8:-2.833912 9:-3.629224 10:-2.322448 11:-1.047024 12:-1.506467 13:-2.175935 14:-1.466528 15:-3.720367 16:-3.174832 17:-2.436233 18:-3.055126 19:-3.497369 20:-3.455413 21:-2.922537 22:-3.674088 23:-1.282674 24:-0.868428 25:-2.751754 
2.000000 1:3.259047 2:1.681666 3:3.021015 4:1.641768 5:3.449172 6:3.243582 7:2.096875 8:3.275633 9:1.510328 10:1.496423 11:1.176419 12:1.102248 13:1.528726 14:2.995853 15:1.227216 16:0.977642 17:3.960695 18:2.737884 19:3.151286 20:2.693098 21:2.425334 22:0.801341 23:2.581858 24:2.127483 25:1.705026 
1.000000 1:-1.054040 2:-1.127312 3:-0.738656 4:-0.914107 5:-0.335753 6:-1.038919 7:-1.089757 8:-0.471742 9:-0.910271 10:-0.159901 11:-0.658093 12:-0.195662 13:1.037558 14:-0.201757 15:-0.594739 16:-0.035050 17:-0.184129 18:-0.205189 19:-1.197337 20:0.669529 21:-1.111231 22:0.082466 23:2.115129 24:0.816631 25:-1.137681 
2.000000 1:3.045410 2:3.477419 3:2.407415 4:3.898965 5:4.630612 6:3.761831 7:3.843648 8:3.015526 9:3.411311 10:3.271934 11:3.896907 12:0.955179 13:2.775564 14:2.612119 15:3.417595 16:-0.048575 17:1.916186 18:4.191839 19:2.716632 20:2.544950 21:1.810252 22:4.273580 23:4.480562 24:1.821820 25:1.686811 
