1.000000 1:0.945467 2:1.057264 3:-0.008437 4:-0.018125 5:0.514758 
1.000000 1:-0.641482 2:0.759579 3:-1.069379 4:-0.689744 5:1.250476 
1.000000 1:-0.455124 2:-0.613476 3:0.394515 4:-0.723280 5:0.958088 
1.000000 1:-0.935761 2:-0.710657 3:-0.468658 4:-0.179660 5:-0.933245 
1.000000 1:-0.342289 2:0.483401 3:-0.001093 4:-1.325876 5:0.638960 
1.000000 1:0.665649 2:0.189997 3:-1.581898 4:0.082794 5:-1.608636 
1.000000 1:-0.588323 2:0.337277 3:-0.021896 4:-0.303960 5:-1.702377 
1.000000 1:0.860714 2:2.206414 3:-0.014689 4:0.102202 5:1.038098 
1.000000 1:0.795172 2:1.871521 3:-0.497740 4:-0.639612 5:0.786836 
1.000000 1:1.703196 2:0.222445 3:2.541513 4:-1.094533 5:-0.163629 
1.000000 1:-4.214187 2:-1.440668 3:-1.797852 4:1.957324 5:0.733929 
2.000000 1:3.229396 2:3.289179 3:3.404997 4:2.488499 5:2.227212 
2.000000 1:3.480658 2:2.071968 3:2.351033 4:0.797956 5:0.594500 
1.000000 1:0.777919 2:-0.604439 3:0.882966 4:-1.479927 5:-0.612086 
1.000000 1:0.810051 2:-1.114535 3:0.033378 4:0.381836 5:-0.595146 
2.000000 1:1.445981 2:3.514207 3:1.907267 4:2.510472 5:1.037216 
2.000000 1:4.235652 2:2.292054 3:0.771449 4:2.549121 5:2.401786 
1.000000 1:1.816375 2:-2.575868 3:1.314315 4:-0.178284 5:-0.146581 
1.000000 1:-1.266797 2:0.820721 3:-0.934166 4:-1.078483 5:1.030182 
1.000000 1:0.084747 2:0.247624 3:0.105092 4:1.291125 5:-1.659593 
2.000000 1:2.646049 2:4.166439 3:2.846768 4:3.549508 5:1.955515 
2.000000 1:2.524547 2:1.760829 3:3.517252 4:3.697577 5:2.932058 
1.000000 1:0.816137 2:0.728129 3:-0.448988 4:-1.324874 5:1.938548 
1.000000 1:-1.077206 2:-2.309093 3:0.922303 4:0.530263 5:0.764409 
1.000000 1:-0.376070 2:-0.670135 3:-0.625719 4:-0.911741 5:0.898362 
1.000000 1:-0.084395 2:0.514096 3:0.094058 4:0.751422 5:-1.382242 
2.000000 1:1.647128 2:1.202053 3:-0.948595 4:2.308587 5:1.683747 
1.000000 1:1.531214 2:-1.453864 3:0.309845 4:0.094117 5:0.299164 
2.000000 1:2.992447 2:1.270102 3:3.403792 4:1.526902 5:2.668054 
2.000000 1:2.102039 2:2.133286 3:1.689902 4:2.384936 5:2.900835 
2.000000 1:3.770226 2:2.002066 3:1.270212 4:2.247348 5:2.417067 
1.000000 1:-0.592882 2:0.946879 3:-0.780564 4:-0.195573 5:1.208184 
1.000000 1:0.153514 2:0.408280 3:-0.082074 4:0.198313 5:-0.487773 
1.000000 1:0.577369 2:-0.391634 3:-0.915655 4:-0.225638 5:0.113935 
1.000000 1:-2.487326 2:-1.441444 3:-0.439671 4:-1.040880 5:-0.155179 
1.000000 1:-0.207305 2:-0.831228 3:-0.262731 4:1.073204 5:0.081716 
0.000000 1:-1.439550 2:-2.840924 3:-3.011055 4:-0.758550 5:-1.093583 
2.000000 1:3.442106 2:1.993385 3:2.432835 4:3.346930 5:1.589674 
1.000000 1:1.776916 2:-1.013654 3:-1.069127 4:0.607148 5:-0.591322 
2.000000 1:3.298708 2:1.861689 3:2.549452 4:3.281456 5:4.336610 
1.000000 1:2.157309 2:1.489183 3:-1.349894 4:0.350553 5:-1.463490 
2.000000 1:3.216226 2:2.378515 3:2.781948 4:3.675659 5:2.517482 
1.000000 1:-1.581904 2:-0.031862 3:-0.347163 4:0.452264 5:1.587887 
1.000000 1:-0.063121 2:0.779195 3:0.000802 4:0.105363 5:-2.611443 
1.000000 1:-0.135446 2:0.145250 3:-0.438079 4:0.359336 5:-0.330027 
1.000000 1:-0.456275 2:-0.479142 3:0.378865 4:1.413080 5:-2.685261 
2.000000 1:2.378875 2:1.764569 3:3.763319 4:1.885506 5:3.760996 
1.000000 1:1.745832 2:1.569832 3:-0.633809 4:-0.830285 5:1.282670 
2.000000 1:0.937044 2:2.209627 3:3.585805 4:2.097758 5:0.839488 
1.000000 1:0.787227 2:-1.185024 3:1.214551 4:1.112729 5:-0.455352 
1.000000 1:0.437306 2:-0.038066 3:0.899399 4:-0.499045 5:-0.129025 
1.000000 1:-1.160973 2:0.051983 3:-0.042092 4:0.713067 5:-1.438532 
1.000000 1:-0.297246 2:1.370074 3:-0.003733 4:0.644016 5:-0.515829 
2.000000 1:2.802895 2:2.742898 3:2.537285 4:2.709956 5:3.718642 
0.000000 1:-2.631745 2:-1.575779 3:-2.356314 4:-1.102157 5:-2.036539 
1.000000 1:1.280131 2:1.407313 3:0.380396 4:1.418440 5:1.481279 
0.000000 1:-2.545229 2:-1.936006 3:-3.415459 4:-3.484121 5:-0.864503 
1.000000 1:-0.706197 2:-0.192041 3:-0.259736 4:1.860130 5:-0.865521 
2.000000 1:1.294065 2:1.928984 3:2.266434 4:3.122484 5:3.259873 
2.000000 1:1.451676 2:2.816056 3:2.028227 4:3.799770 5:1.344005 
1.000000 1:-2.060437 2:-0.449162 3:0.999852 4:-0.049517 5:-0.490639 
1.000000 1:0.565624 2:0.396620 3:-0.057162 4:1.288744 5:-0.540499 
2.000000 1:2.519435 2:4.448170 3:1.002884 4:2.127321 5:3.280193 
2.000000 1:2.286948 2:1.030276 3:1.945608 4:1.644324 5:1.961959 
1.000000 1:0.928189 2:1.180586 3:1.106290 4:-0.868238 5:-0.034177 
1.000000 1:0.604904 2:0.431261 3:1.573126 4:-1.515977 5:-0.213226 
2.000000 1:1.088475 2:1.241431 3:2.507397 4:2.201445 5:3.155082 
1.000000 1:1.234687 2:-0.731791 3:-1.287341 4:0.843809 5:0.635938 
1.000000 1:-0.608611 2:0.996198 3:1.214322 4:-0.350632 5:-1.253393 
2.000000 1:1.135262 2:2.816445 3:1.940068 4:1.698307 5:2.668230 
2.000000 1:2.414656 2:2.596596 3:2.537321 4:2.754374 5:3.092895 
1.000000 1:-0.445277 2:1.508817 3:-1.260249 4:-0.482179 5:0.873716 
1.000000 1:-0.330643 2:-1.467757 3:1.625331 4:0.996878 5:-0.347426 
1.000000 1:0.809807 2:-0.268532 3:0.796077 4:-0.735821 5:-0.221948 
1.000000 1:0.106193 2:0.113456 3:-0.059966 4:1.331234 5:-1.199570 
1.000000 1:-0.075886 2:-0.093484 3:-0.741221 4:-0.974411 5:0.394561 
1.000000 1:0.537667 2:0.809751 3:-0.288063 4:0.933590 5:0.365072 
1.000000 1:-0.784210 2:0.269344 3:1.559307 4:1.412414 5:0.294516 
1.000000 1:0.276683 2:-1.484524 3:-0.689907 4:-1.334246 5:0.071243 
1.000000 1:0.817806 2:1.474340 3:-0.541594 4:1.279866 5:-0.871599 
1.000000 1:0.052538 2:0.711047 3:0.110576 4:0.033735 5:0.199086 
0.000000 1:-3.017983 2:-3.266060 3:-2.442741 4:-4.086663 5:-2.829926 
1.000000 1:-0.749306 2:0.175346 3:2.079115 4:0.388482 5:0.561930 
1.000000 1:1.986934 2:0.866249 3:-1.148652 4:-2.007300 5:-2.197387 
2.000000 1:2.248519 2:3.032728 3:1.466444 4:3.191414 5:1.879544 
2.000000 1:3.402871 2:3.510953 3:2.068113 4:3.676721 5:3.849367 
1.000000 1:1.844429 2:-0.075197 3:0.374533 4:0.248347 5:-1.651584 
1.000000 1:-1.652400 2:-1.505931 3:1.497907 4:-0.016356 5:0.594161 
1.000000 1:-0.581095 2:-0.648639 3:0.716564 4:0.387532 5:0.742580 
1.000000 1:1.375513 2:-0.956364 3:-1.973169 4:-2.532823 5:0.603508 
1.000000 1:-0.307396 2:-0.103113 3:-0.908079 4:-0.726823 5:-0.410512 
1.000000 1:-0.731225 2:0.098284 3:-0.655739 4:-0.488632 5:-0.422184 
2.000000 1:1.554402 2:4.194623 3:2.905692 4:3.069679 5:1.692473 
1.000000 1:0.583922 2:1.314558 3:-1.113784 4:-2.723062 5:-0.098501 
2.000000 1:3.087675 2:2.090823 3:0.164087 4:3.152064 5:4.891804 
1.000000 1:0.325401 2:-0.522551 3:1.995504 4:1.302730 5:0.825995 
2.000000 1:2.213974 2:4.456297 3:1.049064 4:1.799244 5:3.221307 
1.000000 1:-0.970260 2:-0.204069 3:1.207856 4:0.677291 5:0.631358 
1.000000 1:1.879375 2:0.025875 3:-0.874720 4:-0.397531 5:0.248979 
2.000000 1:1.853811 2:3.212639 3:2.290497 4:2.503717 5:2.621652 
1.000000 1:-0.069360 2:0.780463 3:-1.312038 4:-0.776052 5:1.472265 
2.000000 1:5.405856 2:3.133006 3:3.109957 4:0.888649 5:2.453480 
1.000000 1:-0.742161 2:0.035276 3:-1.190876 4:-1.171934 5:0.151586 
1.000000 1:-0.777817 2:-0.372090 3:-0.302212 4:-1.210657 5:-0.798212 
2.000000 1:2.171999 2:2.174902 3:3.432328 4:1.125423 5:0.805782 
1.000000 1:1.849079 2:-1.487991 3:0.779979 4:0.507461 5:-1.022103 
2.000000 1:2.439182 2:3.323692 3:2.553536 4:3.490367 5:3.480149 
1.000000 1:1.324552 2:1.342608 3:-0.576198 4:-0.212983 5:0.391229 
2.000000 1:0.937440 2:0.364682 3:1.295125 4:2.575898 5:4.772539 
1.000000 1:-2.369050 2:-0.427101 3:-0.502986 4:0.717876 5:0.273534 
1.000000 1:1.143909 2:-0.856477 3:-0.119492 4:1.735410 5:1.788592 
2.000000 1:4.928261 2:2.563023 3:2.303812 4:2.247833 5:1.953795 
1.000000 1:1.498374 2:0.987151 3:-0.642989 4:0.469642 5:-2.279968 
1.000000 1:0.720485 2:-2.181507 3:0.648765 4:0.184455 5:-1.663297 
1.000000 1:0.528906 2:-0.340708 3:-2.141081 4:-0.642546 5:0.808878 
2.000000 1:4.033762 2:2.290030 3:2.921172 4:3.587862 5:2.777287 
1.000000 1:1.059127 2:-0.638924 3:-1.500326 4:0.509353 5:-0.287757 
2.000000 1:1.502579 2:2.888630 3:1.989050 4:1.475800 5:3.422137 
2.000000 1:1.793522 2:2.018492 3:2.195198 4:2.679487 5:1.705727 
1.000000 1:1.087967 2:1.042740 3:-1.622376 4:0.363103 5:0.579790 
2.000000 1:1.656451 2:2.932872 3:3.861267 4:3.320322 5:3.424318 
1.000000 1:-2.476614 2:0.521815 3:0.253739 4:0.377023 5:1.399174 
1.000000 1:0.417786 2:-0.467076 3:-1.355386 4:0.922193 5:-2.083752 
2.000000 1:2.284484 2:1.451393 3:3.318159 4:1.405015 5:4.333970 
1.000000 1:0.954718 2:1.868580 3:-1.068598 4:-0.696716 5:-0.486813 
2.000000 1:1.914345 2:4.283337 3:1.466359 4:2.070428 5:2.327438 
1.000000 1:0.336328 2:0.010441 3:0.208726 4:1.564393 5:0.072385 
2.000000 1:2.175774 2:1.841268 3:3.207619 4:2.283095 5:1.926284 
2.000000 1:1.007727 2:2.408404 3:1.609370 4:2.390397 5:2.227210 
0.000000 1:-2.632538 2:-2.645829 3:-3.892753 4:-1.648431 5:-2.056987 
1.000000 1:-0.641844 2:0.897326 3:-0.051525 4:-1.024060 5:0.057078 
0.000000 1:-2.325484 2:-3.049373 3:-2.921435 4:-2.322407 5:-0.928158 
1.000000 1:-1.230774 2:0.210746 3:-0.169380 4:1.297547 5:1.024418 
2.000000 1:1.579358 2:0.658189 3:2.770387 4:1.031728 5:3.451829 
1.000000 1:1.041636 2:-0.097908 3:-1.335933 4:-1.602874 5:-0.213975 
2.000000 1:1.695348 2:0.648111 3:1.693644 4:1.303839 5:2.225934 
2.000000 1:3.046078 2:4.812797 3:2.527331 4:1.295161 5:2.596157 
2.000000 1:3.507097 2:2.904983 3:2.798031 4:1.893382 5:2.491702 
2.000000 1:3.012313 2:2.583918 3:2.770035 4:2.256069 5:2.352127 
2.000000 1:5.688925 2:2.408367 3:2.072544 4:1.962812 5:1.196563 
2.000000 1:1.014546 2:3.697783 3:3.113236 4:2.738793 5:2.892304 
1.000000 1:-0.762156 2:0.239026 3:1.450917 4:0.037543 5:-0.648156 
1.000000 1:1.335750 2:0.673885 3:1.158314 4:-0.697729 5:1.185341 
2.000000 1:3.462306 2:2.738869 3:1.028460 4:3.642851 5:3.666471 
1.000000 1:-0.489995 2:1.519018 3:0.425149 4:1.141190 5:-1.306461 
0.000000 1:-2.473744 2:-4.068314 3:-2.536063 4:-2.215778 5:-1.895508 
1.000000 1:-0.967811 2:-1.450319 3:-0.003898 4:0.781722 5:-0.302274 
2.000000 1:3.418726 2:2.587910 3:1.888304 4:3.039441 5:4.585571 
0.000000 1:-0.702254 2:-1.266880 3:-1.137270 4:-2.708006 5:-3.362965 
1.000000 1:0.473397 2:0.561515 3:0.557302 4:0.721071 5:0.446440 
1.000000 1:-0.293058 2:-0.252451 3:0.216925 4:1.086977 5:-0.399156 
2.000000 1:3.109934 2:1.310757 3:0.946710 4:3.328584 5:3.452614 
2.000000 1:2.404299 2:1.525580 3:2.705100 4:3.891025 5:2.351561 
1.000000 1:1.381484 2:2.643856 3:0.692274 4:-0.998994 5:-1.191331 
1.000000 1:0.911319 2:0.801472 3:-1.724234 4:0.966683 5:-0.599753 
2.000000 1:1.651387 2:0.971426 3:4.074283 4:1.901256 5:2.660075 
2.000000 1:2.468899 2:2.519084 3:1.796610 4:4.021870 5:3.160541 
1.000000 1:1.502478 2:-0.078485 3:2.174253 4:-0.185417 5:1.126518 
1.000000 1:-0.958364 2:0.137251 3:0.173291 4:0.449385 5:-1.393695 
1.000000 1:-0.564690 2:-1.424356 3:-0.120306 4:-0.265813 5:-0.165207 
1.000000 1:1.901075 2:0.347003 3:-0.207497 4:-0.004091 5:0.574577 
2.000000 1:3.266200 2:1.447505 3:2.571917 4:2.295022 5:2.981096 
1.000000 1:1.951337 2:-0.179374 3:2.538267 4:1.007306 5:-0.478431 
1.000000 1:-0.087440 2:-0.443016 3:-1.149510 4:-1.006040 5:-0.295696 
2.000000 1:2.753279 2:1.258874 3:2.334090 4:3.635770 5:3.276746 
0.000000 1:-0.981318 2:-2.609984 3:-2.038900 4:-3.115259 5:0.102846 
1.000000 1:-0.649304 2:0.877574 3:-0.556909 4:1.099081 5:0.936372 
2.000000 1:2.806950 2:2.354685 3:1.443778 4:3.543762 5:2.932669 
2.000000 1:2.056982 2:2.608998 3:1.338509 4:2.463882 5:1.700286 
0.000000 1:-2.609651 2:-1.936521 3:-2.279904 4:-2.090206 5:-2.841338 
1.000000 1:0.101727 2:0.087283 3:-2.002740 4:1.546686 5:3.532140 
1.000000 1:-0.712732 2:1.010614 3:-0.103249 4:1.848832 5:2.135674 
2.000000 1:1.331531 2:2.603212 3:2.703879 4:1.852303 5:0.974126 
1.000000 1:1.786011 2:0.928610 3:0.276205 4:0.726899 5:0.540273 
2.000000 1:2.489107 2:2.700001 3:1.837673 4:1.149811 5:3.634328 
2.000000 1:1.854001 2:2.446777 3:1.687303 4:1.863158 5:2.431373 
1.000000 1:1.030318 2:2.870494 3:-1.396369 4:-0.927406 5:0.407429 
1.000000 1:1.390673 2:0.272678 3:0.290316 4:-0.871573 5:0.252797 
1.000000 1:1.168872 2:0.884018 3:0.070283 4:2.276023 5:0.369447 
1.000000 1:1.095206 2:0.854500 3:-0.769378 4:-0.359949 5:-0.656995 
1.000000 1:-0.211069 2:-0.420815 3:-0.041032 4:-1.077190 5:-0.664846 
2.000000 1:2.444985 2:2.556675 3:3.197539 4:3.038368 5:1.584084 
2.000000 1:2.720100 2:3.368715 3:3.253270 4:3.434155 5:2.305226 
2.000000 1:1.850758 2:2.772690 3:0.563954 4:3.960201 5:1.380701 
2.000000 1:1.767538 2:-0.321737 3:1.392356 4:2.641354 5:2.308439 
1.000000 1:-0.674747 2:0.122422 3:0.274049 4:-0.699684 5:-0.218451 
1.000000 1:0.187082 2:0.491359 3:0.320073 4:0.450044 5:0.608307 
2.000000 1:1.166100 2:2.700665 3:2.418824 4:0.727094 5:2.580177 
2.000000 1:0.840294 2:2.300558 3:3.585662 4:2.143006 5:2.116081 
1.000000 1:-0.307323 2:-0.630114 3:-0.518094 4:-0.471343 5:1.166875 
1.000000 1:-0.152258 2:-0.876801 3:0.413980 4:-0.610015 5:1.138467 
1.000000 1:0.440220 2:0.934749 3:-1.923531 4:0.471053 5:0.564698 
2.000000 1:2.193910 2:2.289852 3:2.604992 4:1.741327 5:1.704521 
1.000000 1:0.694890 2:2.016265 3:-0.761743 4:-0.535272 5:-0.555231 
1.000000 1:-0.919427 2:-0.352431 3:-0.222024 4:0.174932 5:-0.426413 
2.000000 1:2.752105 2:2.448081 3:4.666503 4:2.456351 5:1.503375 
1.000000 1:-0.256496 2:0.998210 3:2.258339 4:0.093714 5:-1.429918 
1.000000 1:-0.036791 2:-2.281832 3:-0.904368 4:1.709044 5:1.109661 
1.000000 1:-1.429097 2:-0.323226 3:0.407627 4:2.091911 5:-0.083093 
1.000000 1:-0.490440 2:0.263412 3:-0.760198 4:-0.555424 5:-0.241609 
0.000000 1:-3.570944 2:-2.346953 3:-3.588965 4:-1.696717 5:-2.648502 
1.000000 1:0.632867 2:-1.265506 3:-0.588282 4:0.482596 5:-1.232992 
2.000000 1:2.241849 2:1.287025 3:3.127055 4:2.811145 5:1.557213 
1.000000 1:-0.581214 2:0.885751 3:0.504302 4:-0.285503 5:-0.118642 
1.000000 1:-1.608316 2:0.552162 3:-0.639716 4:-0.033095 5:-1.760498 
0.000000 1:-3.040409 2:-2.725089 3:-1.329580 4:-3.481711 5:-1.543084 
1.000000 1:-0.017142 2:-0.199075 3:-0.221047 4:-1.120678 5:0.224728 
1.000000 1:0.164338 2:0.172988 3:-0.063207 4:0.170822 5:1.048173 
1.000000 1:1.132013 2:-1.464623 3:0.401265 4:0.431790 5:0.872432 
1.000000 1:0.317483 2:-1.241329 3:0.166950 4:1.494413 5:-1.264665 
1.000000 1:-0.123586 2:-0.536499 3:0.080684 4:-0.029496 5:0.268153 
0.000000 1:-3.000868 2:-2.071775 3:-3.540753 4:-1.326700 5:-3.472550 
2.000000 1:3.372262 2:1.778550 3:1.740609 4:1.044464 5:1.704932 
1.000000 1:0.382491 2:0.514848 3:-0.559602 4:-0.592413 5:1.390864 
0.000000 1:-1.770189 2:-2.149996 3:-3.441860 4:-2.267973 5:-2.271959 
1.000000 1:2.010024 2:0.884134 3:-0.149895 4:0.052011 5:1.071303 
1.000000 1:1.162733 2:0.210944 3:-0.247649 4:0.661158 5:1.946522 
2.000000 1:1.860564 2:3.780514 3:1.880826 4:2.203653 5:0.915594 
1.000000 1:0.718106 2:-0.176115 3:1.390118 4:1.387511 5:0.911851 
2.000000 1:2.203826 2:3.004464 3:3.648146 4:3.271372 5:2.884699 
2.000000 1:2.415515 2:1.508252 3:1.512591 4:3.319246 5:3.855810 
1.000000 1:0.294028 2:0.710221 3:1.244262 4:0.758054 5:1.034313 
1.000000 1:-1.663730 2:-1.998785 3:-0.297851 4:0.330670 5:-2.777148 
0.000000 1:-4.726209 2:-3.180185 3:-4.241390 4:-1.676993 5:-3.185315 
2.000000 1:2.247399 2:1.701207 3:3.693822 4:2.834467 5:1.228016 
1.000000 1:0.145487 2:1.571880 3:1.883283 4:0.902824 5:0.674550 
2.000000 1:2.628220 2:2.295514 3:1.018522 4:3.103111 5:1.179241 
1.000000 1:-0.103939 2:1.990413 3:-1.055235 4:-0.243660 5:0.256859 
2.000000 1:2.048134 2:0.993213 3:1.188668 4:2.665673 5:3.165135 
2.000000 1:2.953763 2:0.950534 3:2.932593 4:2.336323 5:3.282419 
0.000000 1:-2.275701 2:-5.178068 3:-3.325005 4:-3.345572 5:-3.519365 
2.000000 1:1.487583 2:4.253893 3:1.524833 4:3.425974 5:1.949203 
2.000000 1:1.441423 2:3.040197 3:0.545542 4:3.639275 5:1.748624 
1.000000 1:1.381767 2:0.135498 3:-0.019464 4:-0.085571 5:0.047532 
1.000000 1:0.493589 2:0.973783 3:-0.283339 4:0.742961 5:0.211866 
2.000000 1:2.407264 2:4.292674 3:1.864961 4:3.665829 5:3.884730 
1.000000 1:1.409687 2:-0.392525 3:1.084167 4:0.951175 5:-0.394703 
1.000000 1:-0.574923 2:-0.610386 3:0.683328 4:0.294350 5:-0.461897 
1.000000 1:-0.736505 2:-0.273035 3:-0.998578 4:0.324919 5:-0.302847 
1.000000 1:1.224134 2:-1.349605 3:1.541709 4:0.055610 5:1.767781 
1.000000 1:0.529240 2:-0.908875 3:1.519340 4:-0.873225 5:-0.823859 
1.000000 1:1.149799 2:-0.978999 3:-0.150614 4:-0.300824 5:-0.862957 
1.000000 1:0.502308 2:2.282026 3:-0.555975 4:-0.640508 5:-1.730994 
1.000000 1:-1.267016 2:-0.292213 3:-0.841680 4:0.879584 5:0.133731 
1.000000 1:0.773152 2:0.383093 3:1.320117 4:-0.545828 5:-1.178965 
2.000000 1:2.099785 2:2.995038 3:3.275679 4:3.299090 5:1.867981 
2.000000 1:0.367553 2:4.641943 3:2.635458 4:1.603878 5:2.368400 
2.000000 1:3.402255 2:3.215522 3:1.761204 4:3.622164 5:2.114046 
2.000000 1:2.407734 2:2.310698 3:2.957889 4:2.193350 5:3.213987 
1.000000 1:0.470553 2:-0.512436 3:-0.686271 4:-0.258637 5:-0.410703 
2.000000 1:1.742838 2:4.137530 3:1.155649 4:3.255646 5:1.692964 
1.000000 1:-1.138886 2:-1.148904 3:0.252360 4:-1.917230 5:-1.312494 
1.000000 1:-0.002488 2:0.817461 3:0.772712 4:1.711437 5:-0.675723 
1.000000 1:-0.710774 2:-0.294287 3:1.721772 4:-0.579221 5:-0.716398 
1.000000 1:0.308090 2:-2.526872 3:-0.286206 4:0.580119 5:0.046831 
1.000000 1:1.073896 2:-0.710727 3:0.475413 4:0.415430 5:-0.075660 
1.000000 1:0.722244 2:-2.580220 3:0.700689 4:0.032200 5:-0.970854 
1.000000 1:-0.570508 2:-1.296665 3:-0.280028 4:0.789387 5:-0.567676 
1.000000 1:0.786159 2:0.664580 3:-0.893865 4:-0.099132 5:0.552181 
1.000000 1:0.347872 2:-0.666581 3:0.359896 4:-0.173395 5:1.843620 
2.000000 1:2.031527 2:3.005191 3:3.141292 4:2.313009 5:1.599230 
2.000000 1:2.904997 2:2.063995 3:0.645124 4:2.086467 5:0.797029 
1.000000 1:0.336449 2:-0.457357 3:-0.084529 4:-0.033384 5:-0.433997 
1.000000 1:-0.161155 2:0.924378 3:-0.971520 4:-1.323840 5:0.284608 
1.000000 1:0.839865 2:0.596353 3:0.979880 4:-2.192013 5:1.643850 
2.000000 1:1.096036 2:2.735098 3:2.490733 4:2.630607 5:3.272174 
1.000000 1:-0.191224 2:-0.285805 3:0.271746 4:-0.147665 5:-0.257815 
2.000000 1:3.150014 2:0.951794 3:1.629470 4:1.424387 5:2.948533 
1.000000 1:-1.857310 2:2.176572 3:-0.787717 4:0.314475 5:0.544460 
